frame_no,timestamp,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,133.6,,,,,,,,,,,,,,,,,,,67,814,593,57.643827086574866,41.993598848082186,,,,,,,,,,,,,
1,133.6,,,,,,,,,,,,,,,,,,,31,1069,120,,,,,,,,,,,,,,,
2,242.2,,,,,,,,,,,,,,,,,,,34,830,190,,,,,,,,,,,,,,,
3,265.0,,,,,,,,,,,,,,,,,,,65,811,983,57.43138054940076,69.61164868071633,,,,,18,641,620,45.392743442867925,43.905617682649165,,,,
4,286.2,24,624,615,44.188879732214644,43.551540120692316,,,,,,,,,,,,,,,,,,,,,,,17,70,0,4.9570858673958735,0.0,,,,
5,301.2,24,624,614,44.188879732214644,43.480724608300946,,,,,,,,,,,,,,,,,,,,,,,19,70,0,4.9570858673958735,0.0,,,,
6,314.5,25,625,616,44.259695244606014,43.622355633083686,,,,,,,,,,,,,,,,,,,,,,,18,69,0,4.886270355004504,0.0,-337.2380854024474,-364.338031352039,19437.353625501295,21116.93511333393
7,325.1,24,624,615,44.188879732214644,43.551540120692316,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,17,69,0,4.886270355004504,0.0,-1.0439643085251875,0.0,39.92215328968216,0.0
8,337.2,24,625,615,44.259695244606014,43.551540120692316,1.3150210250699437,1.6383647645858097,-36.22647451983315,-18.262933435618372,,,,,,,,,,,,,,,,,,,16,69,0,4.886270355004504,0.0,-1.3150210250699437,0.0,36.22647451983315,0.0
9,349.2,24,624,615,44.188879732214644,43.551540120692316,-1.4849411186894592,-1.6930107580944822,32.03756458876935,20.045078167730555,,,,,,,,,,,,,,,,,,,14,69,1,4.886270355004504,0.07081551239136961,-0.20806963940502302,1.276871479284432,-11.992486421038793,-44.03005100980799
10,377.4,24,624,615,44.188879732214644,43.551540120692316,0.2349400477326303,0.0,8.984323049048967,0.0,,,,,,,,,,,,,,,,,,,15,69,0,4.886270355004504,0.0,0.0,0.0,0.0,0.0
11,409.8,24,625,616,44.259695244606014,43.622355633083686,-0.29881143956203887,0.5646574479762858,-8.23172009812779,-11.315780520566848,,,,,,,,,,,,,,,,,,,15,69,0,4.886270355004504,0.0,-0.29881143956203887,0.0,-8.23172009812779,0.0
12,441.9,25,624,614,44.188879732214644,43.480724608300946,0.34118219978441516,0.28612480266584434,7.360996759102808,22.65471818092806,,,,,,,,,,,,,,,,,,,14,68,0,4.815454842613134,0.0,-0.39623959690298594,-0.39623959690298466,7.932724662722443,7.932724662722417
13,479.5,24,625,615,44.259695244606014,43.551540120692316,-0.029017529913112187,-0.3687066576486687,-14.154892640542455,-7.222461462265791,,,,,,,,,,,,,,,,,,,15,69,0,4.886270355004504,0.0,-0.3687066576486687,0.0,-7.222461462265791,0.0
14,509.6,24,624,616,44.188879732214644,43.622355633083686,-0.3549647962875097,-0.3542545117304943,7.106402328078273,-7.099288812234354,,,,,,,,,,,,,,,,,,,15,68,0,4.815454842613134,0.0,-0.3549647962875097,0.35425451173049316,7.106402328078273,7.099288812234331
15,541.8,25,625,616,44.259695244606014,43.622355633083686,0.02794559952304402,0.3895044751570138,-13.631999767338467,-20.585055067991732,,,,,,,,,,,,,,,,,,,13,68,0,4.815454842613134,0.0,0.0,0.3336132761109247,0.0,6.67894446668518
16,577.5,24,624,614,44.188879732214644,43.480724608300946,-0.3654942466503233,-0.01657025642461873,7.288020870395283,14.408918630103539,,,,,,,,,,,,,,,,,,,14,68,0,4.815454842613134,0.0,-0.3654942466503233,0.0,7.288020870395283,0.0
17,609.5,24,624,615,44.188879732214644,43.551540120692316,0.0,-0.35478642594475096,0.0,7.088639879016002,,,,,,,,,,,,,,,,,,,13,68,1,4.815454842613134,0.07081551239136961,0.0,0.0014163116641393244,0.0,-14.163116641390562
18,645.8,24,624,615,44.188879732214644,43.551540120692316,-0.32737114728334993,-0.32737114728334993,6.798985405677045,6.798985405677045,,,,,,,,,,,,,,,,,,,14,68,1,4.815454842613134,0.07081551239136961,0.3818163351391634,0.3273711472833489,7.342621829599296,-6.798985405677023
19,677.8,24,624,615,44.188879732214644,43.551540120692316,0.3556736608075915,0.3521364012240498,7.092196626273014,-7.056841707896785,,,,,,,,,,,,,,,,,,,15,68,0,4.815454842613134,0.0,0.0,0.3556736608075904,0.0,7.092196626272991
20,709.6,24,624,615,44.188879732214644,43.551540120692316,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,14,68,0,4.815454842613134,0.0,0.7085090245253496,0.0007074476762375293,14.156024466040948,14.14895352474917
21,742.1,24,624,615,44.188879732214644,43.551540120692316,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,14,69,1,4.886270355004504,0.07081551239136961,0.3738755088971068,0.0,-7.5075403392993305,0.0
22,777.6,24,625,615,44.259695244606014,43.551540120692316,0.27829831392408494,0.0,-8.642804780251103,0.0,,,,,,,,,,,,,,,,,,,13,68,1,4.815454842613134,0.07081551239136961,0.0,0.27829831392408394,0.0,-8.642804780251073
23,809.6,24,624,615,44.188879732214644,43.551540120692316,0.1520878230570255,0.1520878230570255,3.0417564611405092,3.0417564611405092,,,,,,,,,,,,,,,,,,,14,70,1,4.9570858673958735,0.07081551239136961,0.5904733686277486,0.2952366843138733,-16.516737583992967,-8.258368791996457
24,841.7,25,624,615,44.188879732214644,43.551540120692316,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,13,69,1,4.886270355004504,0.07081551239136961,-0.31256536649503847,0.0,-6.27641298182808,0.0
25,941.8,24,624,615,44.188879732214644,43.551540120692316,-0.17282518338354536,0.0,3.147999697332339,0.0,,,,,,,,,,,,,,,,,,,13,68,0,4.815454842613134,0.0,0.0,0.21367406324479388,0.0,7.85566408988213
26,981.1,25,625,616,44.259695244606014,43.622355633083686,-0.28683958798288234,-0.28683958798288234,-8.160443470352261,-8.160443470352261,,,,,,,,,,,,,,,,,,,13,68,0,4.815454842613134,0.0,-0.7465463656231703,0.28683958798288134,0.9246707122621328,8.160443470352234
27,1010.1,24,624,615,44.188879732214644,43.551540120692316,0.30206008831577197,0.0,3.5874119752466993,0.0,,,,,,,,,,,,,,,,,,,13,67,1,4.744639330221764,0.07081551239136961,0.23518425300904686,0.0,12.781752880926483,0.0
28,1051.6,25,624,615,44.188879732214644,43.551540120692316,0.2610714517101052,0.0,4.755399849000097,0.0,,,,,,,,,,,,,,,,,,,13,68,1,4.815454842613134,0.07081551239136961,0.0,0.34488429130741766,0.0,-5.465678150672228
