frame_no,timestamp,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
51,1783.3,17,606,574,42.91420051,40.64810411,0.266421316,0.266421316,4.036686606,4.036686606,15,82,46,5.806872016,3.25751357,0.266421316,0,4.036686606,0,,,,,,,,,,16,205,98,14.51718004,6.939920214,-0.532842632,0,-8.073373212,0
52,1851.2,17,607,575,42.98501602,40.71891963,0,0,0,0,15,82,46,5.806872016,3.25751357,2.208506968,2.808399666,26.35449843,28.47103512,,,,,,,,,,16,205,98,14.51718004,6.939920214,-0.283510089,0,-8.425262683,0
53,1883.5,18,607,575,42.98501602,40.71891963,0.16090417,0.16090417,-3.112266341,-3.112266341,14,82,45,5.806872016,3.186698058,5.508755368,6.195352024,65.65858603,78.8721733,,,,,,,,,,16,204,98,14.44636453,6.939920214,-0.16090417,0,3.112266341,0
54,1915.9,17,607,575,42.98501602,40.71891963,-0.176945482,0.229077271,-10.72396863,-4.599945202,14,83,46,5.877687528,3.25751357,9.161577848,10.15056884,130.1285703,153.1005858,,,,,,,,,,16,203,98,14.37554902,6.939920214,0.353890965,0,21.44793727,0
55,1951.5,18,607,575,42.98501602,40.71891963,-0.347799827,-0.347799827,-6.935190969,-6.935190969,14,87,52,6.160949578,3.682406644,12.55564259,13.95381166,179.9692428,193.7704803,,,,,,,,,,16,204,98,14.44636453,6.939920214,-0.702569417,0,0.069144476,0
56,1986.9,17,607,575,42.98501602,40.71891963,0,0,0,0,14,95,60,6.727473677,4.248930743,19.08138474,21.63798012,196.8680943,219.8246951,,,,,,,,,,16,204,98,14.44636453,6.939920214,0.379002276,0,7.330798384,0
57,2015.5,17,606,575,42.91420051,40.71891963,-0.028110862,0,13.71261563,0,14,105,71,7.435628801,5.02790138,23.70295085,27.46742301,161.8668716,194.6274097,,,,,,,,,,16,205,98,14.51718004,6.939920214,0.390779867,0,-20.70719625,0
58,2052.8,17,606,574,42.91420051,40.64810411,0.019142815,0.019142815,14.17986308,14.17986308,14,118,86,8.356230462,6.090134066,31.43464578,35.74468184,192.7652722,236.4540049,,,,,,,,,,16,203,98,14.37554902,6.939920214,-0.34481256,0,6.994169581,0
59,2083.5,17,607,575,42.98501602,40.71891963,0,0,0,0,13,134,104,9.48927866,7.364813289,37.13235557,42.81939349,176.8580097,218.7138841,,,,,,,,,,16,205,98,14.51718004,6.939920214,0.025632162,0.34742982,-14.64694982,7.193163968
60,2119.2,17,607,575,42.98501602,40.71891963,0.32916442,0,-6.822060523,0,13,152,126,10.76395788,8.922754561,43.97940289,50.79399061,229.1929556,255.2581754,,,,,,,,,,16,204,98,14.44636453,6.939920214,-0.709280089,0,-0.509003479,0
61,2151.4,17,607,575,42.98501602,40.71891963,0.011468424,0.011468424,-14.33553024,-14.33553024,13,175,152,12.39271467,10.76395788,49.37692393,57.19172912,171.1754611,198.5773801,,,,,,,,,,16,203,98,14.37554902,6.939920214,0.35052679,0,7.110076868,0
62,2183.6,17,607,575,42.98501602,40.71891963,0,0,0,0,13,199,180,14.09228697,12.74679223,54.8634653,64.42055521,177.409917,212.8777585,,,,,,,,,,16,204,99,14.44636453,7.010735727,-0.353547065,-0.000707448,7.070941292,-14.14895352
63,2215.7,17,607,575,42.98501602,40.71891963,-0.348822808,-0.348822808,-7.229488257,-7.229488257,13,227,212,16.07512131,15.01288863,62.51506123,72.89784025,154.9657664,202.852698,,,,,,,,,,16,203,98,14.37554902,6.939920214,-0.024265234,0,14.70620254,0
64,2251.6,17,606,574,42.91420051,40.64810411,0.002122347,0.002122347,14.14898179,14.14898179,12,257,247,18.19958668,17.49143156,66.55908226,78.60024654,171.781791,228.7383369,,,,,,,,,,17,204,98,14.44636453,6.939920214,0.352841029,0,-7.063884464,0
65,2283.6,18,607,575,42.98501602,40.71891963,0,0.352489772,0,7.049795436,11,289,286,20.46568308,20.25323654,73.15601275,85.52704454,188.441032,209.2520281,,,,,,,,,,16,204,98,14.44636453,6.939920214,-0.352489772,-0.354607883,-7.049795436,7.070944822
66,2315.5,17,606,574,42.91420051,40.64810411,-0.355142279,-0.355142279,7.10284557,7.10284557,12,326,329,23.08585704,23.29830358,78.66703056,92.4877773,168.7209937,189.7312109,,,,,,,,,,16,204,98,14.44636453,6.939920214,0.001419149,0,-14.19148545,0
67,2351.5,17,607,575,42.98501602,40.71891963,0.35514015,0.35514015,-7.081558321,-7.081558321,10,363,374,25.706031,26.48500163,84.15019494,99.35902793,180.3926372,186.8528823,,,,,,,,,,16,204,98,14.44636453,6.939920214,0,0,0,0
68,2383.9,17,607,576,42.98501602,40.78973514,0,0.006278985,0,-13.95330065,11,406,422,28.75109803,29.88414623,88.8586598,105.0005093,124.6725682,179.0523548,,,,,,,,,,16,203,98,14.37554902,6.939920214,-0.006278985,0,13.95330065,0
69,2415.5,17,606,574,42.91420051,40.64810411,0.353547065,0.353547065,7.070941292,7.070941292,10,449,473,31.79616506,33.49573736,94.48408231,112.1762919,147.6200413,204.0390819,,,,,,,,,,16,203,98,14.37554902,6.939920214,-0.354254512,0,7.078012233,0
70,2451.8,17,607,575,42.98501602,40.71891963,0,0,0,0,10,495,528,35.05367863,37.39059054,99.62380442,118.2717372,128.1539127,190.2699337,,,,,,,,,,16,204,98,14.44636453,6.939920214,0,0,0,0
71,2485.1,17,607,575,42.98501602,40.71891963,-0.364329736,-0.709478287,-7.20019241,-0.192099995,10,542,585,38.38200772,41.42707475,104.868631,126.2105232,191.7300248,240.1178791,,,,,,,,,,16,204,98,14.44636453,6.939920214,0.345148551,0,-7.008092414,0
72,2515.6,18,607,575,42.98501602,40.71891963,0.353547065,0.353547065,-7.070941292,-7.070941292,10,593,646,41.99359885,45.746821,109.3627718,132.3687991,149.6564724,199.4076154,,,,,,,,,,16,203,98,14.37554902,6.939920214,0.354254512,0,7.078012233,0
73,2552.6,17,607,575,42.98501602,40.71891963,0,0,0,0,10,646,710,45.746821,50.2790138,112.5327817,138.8596139,127.976589,218.2196838,,,,,,,,,,17,204,98,14.44636453,6.939920214,-0.361421994,0.361421994,-7.171071308,7.171071308
74,2583.6,17,606,574,42.91420051,40.64810411,-0.010784088,-0.010784088,14.37878424,14.37878424,11,701,777,49.64167419,55.02365313,101.1614114,138.4144871,-267.00352,7.678343222,,,,,,,,,,16,204,98,14.44636453,6.939920214,0,0,0,0
75,2615.6,17,607,575,42.98501602,40.71891963,0,0,0,0,11,758,847,53.67815839,59.980739,91.01762718,136.3820983,-516.5593653,-119.1416321,,,,,,,,,,16,204,98,14.44636453,6.939920214,-0.355318163,0.354609299,-21.26946573,7.092185972
76,2651.5,17,607,575,42.98501602,40.71891963,0,0,0,0,12,812,919,57.50219606,65.07945589,,,,,,,,,,,,,,16,203,99,14.37554902,7.010735727,-0.007167482,0.359816619,14.33496437,-7.203535916
77,2683.6,18,607,575,42.98501602,40.71891963,-0.000708864,-0.000708864,-14.17727976,-14.17727976,12,825,973,58.42279772,68.90349356,,,,,,,,,,,,,,16,204,98,14.44636453,6.939920214,-0.354609299,0,-7.092185972,0
78,2715.5,18,607,575,42.98501602,40.71891963,-0.353900435,-0.353900435,-7.085093786,-7.085093786,12,850,1031,60.19318553,73.01079328,,,,,,,,,,,,,,16,202,99,14.3047335,7.010735727,-0.001417728,0.354609299,28.35455952,-7.092185972
79,2751.4,17,607,575,42.98501602,40.71891963,0,0,0,0,,,,,,,,,,,,,,,,,,,16,204,99,14.44636453,7.010735727,0.003530199,-0.351786548,-14.12079657,-7.042773727
80,2783.5,17,606,574,42.91420051,40.64810411,-0.354609299,-0.000708864,7.092185972,14.17727976,,,,,,,,,,,,,,,,,,,16,203,98,14.37554902,6.939920214,-0.000708864,0.353900435,14.17727976,7.085093786
81,2815.5,17,606,574,42.91420051,40.64810411,0,0,14.16310248,14.16310248,,,,,,,,,,,,,,,,,,,16,204,99,14.44636453,7.010735727,0.354077562,-0.354077562,-21.24465372,-7.081551239
82,2851.8,17,607,575,42.98501602,40.71891963,,,,,,,,,,,,,,,,,,,,,,,16,203,98,14.37554902,6.939920214,,,,
83,2883.5,17,606,575,42.91420051,40.71891963,,,,,,,,,,,,,,,,,,,,,,,16,204,99,14.44636453,7.010735727,,,,
84,2915.5,18,607,575,42.98501602,40.71891963,,,,,,,,,,,,,,,,,,,,,,,17,203,98,14.37554902,6.939920214,,,,
