frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange
88,3078.3,10,733,529,65.88293959,47.54716922,-41.34610877,2.696485354,-2.480744199,0.161787665,9,670,676,60.22042227,60.75970963,-27.41157131,-28.76251045,7.343362358,-1.725735095,,,,,,,,,
89,3115,10,718,530,64.53472118,47.63705045,-42.11643767,2.268209947,-12.97219263,9.331520569,9,660,666,59.32161,59.86089736,-27.16924617,-28.98874145,-2.482276408,-20.8970899,,,,,,,,,
90,3146.2,10,702,530,63.09662154,47.63705045,-41.85520048,2.254554607,5.236747098,9.218480667,9,650,655,58.42279772,58.87220386,-27.0059725,-29.26052711,-2.437796063,-11.65627673,,,,,,,,,
91,3178,10,687,532,61.74840313,47.81681291,-40.08008847,-2.691016893,27.87733992,-108.2360554,9,640,644,57.52398545,57.88351036,-28.81608018,-23.87623228,-35.51806397,99.74535734,,,,,,,,,
92,3213.8,10,671,533,60.3103035,47.90669413,-38.13993422,-7.662422428,93.46821374,-210.3564674,9,630,633,56.62517318,56.89481686,-30.26887916,-19.1582921,-60.26333055,219.8940403,,,,,,,,,
93,3245.6,10,656,533,58.96208509,47.90669413,-35.51027915,-11.90760467,122.427666,-294.1713835,9,620,622,55.7263609,55.90612336,-31.40018971,-14.08874231,-85.97703719,316.9235766,,,,,,,,,
94,3277.9,10,644,523,57.88351036,47.00788186,-34.09249054,-16.7657852,91.99449055,-173.5410878,9,606,623,54.46802372,55.99600459,-33.65409366,-9.749633594,-61.33906272,183.0694311,,,,,,,,,
95,3316.2,10,633,512,56.89481686,46.01918836,-31.34937484,-22.87486336,39.1598993,-86.76151944,9,592,624,53.20968654,56.08588581,-35.38865131,-3.620946834,-39.73221935,83.5697345,,,,,,,,,
96,3350.7,9,622,501,55.90612336,45.03049486,-28.85525881,-28.20419323,4.214014944,-15.94447882,9,578,625,51.95134936,56.17576704,-37.18758444,2.634721959,-24.15416597,1.315515028,,,,,,,,,
97,3413.4,10,602,480,54.10849881,43.14298909,-28.75758025,-29.0405412,-13.25042727,-7.636122649,9,549,627,49.34479377,56.3555295,-37.60378188,2.665772923,3.041081668,0.183801639,,,,,,,,,
98,3450.8,10,590,469,53.02992409,42.15429559,-29.59148665,-30.14448913,-13.03971818,-21.25669414,9,535,627,48.08645659,56.3555295,-38.99443475,2.488919578,-13.84554346,7.215799102,,,,,,,,,
99,3482.8,9,580,458,52.13111181,41.16560209,-29.47094687,-30.30269703,-13.53556012,-15.82696391,9,521,629,46.82811941,56.53529195,-39.2159194,2.780744657,-6.554917412,0.895275253,,,,,,,,,
100,3514.2,9,569,447,51.14241831,40.17690859,-29.1787915,-29.63407202,4.893061141,-4.140282504,9,507,630,45.56978222,56.62517318,-37.71609166,2.694006547,-5.26945046,0.376389319,,,,,,,,,
101,3546,9,558,436,50.15372481,39.18821509,-29.49127108,-30.85056632,15.14508722,6.423139667,9,493,630,44.31144504,56.62517318,-38.70729329,3.202499684,19.87792697,7.775379597,,,,,,,,,
102,3578.3,9,548,425,49.25491254,38.19952159,-29.89429087,-30.81476678,4.669717355,5.102990099,9,479,632,43.05310786,56.80493563,-38.65998821,2.32236598,18.19745526,-10.49482869,,,,,,,,,
103,3613.6,9,537,414,48.26621904,37.21082809,-29.29711461,-30.64670162,-7.273807768,-16.23455848,9,465,633,41.79477068,56.89481686,-37.86439223,2.256545584,2.285535608,-9.178420775,,,,,,,,,
104,3646.1,9,526,402,47.27752554,36.13225336,-28.41919951,-29.75531729,6.274924113,15.45995796,9,451,634,40.5364335,56.98469809,-36.75656841,2.672235545,19.09759513,-18.37006769,,,,,,,,,
105,3678.3,9,515,391,46.28883204,35.14355986,-29.51469986,-30.4090847,2.922102852,3.010651423,9,437,634,39.27809632,56.98469809,-37.56416345,2.231512545,3.719039993,8.677759984,,,,,,,,,
106,3713.6,8,504,379,45.30013854,34.06498513,-29.15511543,-30.50244397,10.11379127,19.11971141,9,423,635,38.01975913,57.07457931,-37.67506612,2.240772997,1.50098669,8.862969027,,,,,,,,,
107,3751.7,8,493,368,44.31144504,33.07629163,-28.77376798,-30.13729605,-12.99023595,-22.6944043,9,409,636,36.76142195,57.16446054,-37.22842454,2.249919135,-28.03426414,10.37165084,,,,,,,,,
108,3779.3,8,482,357,43.32275154,32.08759813,-29.2082527,-31.02421485,3.14615757,-15.19144655,9,395,637,35.50308477,57.25434177,-37.75766623,2.696976159,-7.550778168,0.539341298,,,,,,,,,
109,3814,8,472,346,42.42393927,31.09890463,-29.03562909,-30.81899384,-7.733585197,-25.42548558,9,381,638,34.24474759,57.344223,-37.08030923,2.680375878,10.3467601,-0.105939523,,,,,,,,,
110,3849.5,7,461,334,41.43524577,30.02032991,-30.12658396,-31.98005727,-14.67471249,-14.9898741,9,367,639,32.98641041,57.43410422,-38.45192851,2.780209965,3.0137329,0.472742416,,,,,,,,,
111,3878.3,8,450,322,40.44655227,28.94175518,-29.40005786,-32.11420355,-7.021009151,-6.828527176,9,353,640,31.72807322,57.52398545,-37.54886931,2.714145696,11.76889785,-0.192481974,,,,,,,,,
112,3914.8,7,439,310,39.45785877,27.86318045,-29.72621398,-32.42859707,-5.968496058,-6.511086608,9,340,641,30.55961727,57.61386668,-37.39199116,2.70238309,-16.53092544,0.542590551,,,,,,,,,
113,3945.7,7,428,299,38.46916527,26.87448695,-29.77669878,-32.48536202,21.94883254,4.48457788,9,326,642,29.30128009,57.7037479,-37.54036019,2.746855623,15.93779158,-1.166179871,,,,,,,,,
114,3978,7,417,286,37.48047177,25.706031,-29.67601414,-32.37383361,1.485276329,1.62030145,9,312,643,28.04294291,57.79362913,-36.87019938,2.697819467,1.845343318,-0.135025121,,,,,,,,,
115,4013.6,7,406,274,36.49177827,24.62745627,-29.04584852,-32.15520187,19.74107626,12.04540246,9,298,644,26.78460573,57.88351036,-37.08464899,2.679600156,22.75242687,-1.003783538,,,,,,,,,
116,4046,7,396,263,35.592966,23.63876277,-29.57679106,-33.08904365,-17.96263671,-16.52209793,9,285,645,25.61614977,57.97339159,-37.40542086,2.708127957,-13.24707709,0.39394326,,,,,,,,,
