frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange
112,4077.3,10,730,724,65.6132959,65.07400854,-23.56202695,-23.54357665,13.61959495,-3.952114606,7,308,274,27.683418,24.62745627,44.02253163,47.54077094,-35.38662616,-0.972828211,,,,,,,,,
113,4113.4,10,721,715,64.80436486,64.2650775,-24.12663266,-23.91184799,2.825974028,-10.85457807,8,323,293,29.03163641,26.33519959,44.00851753,48.76365397,17.31056894,-13.42042059,,,,,,,,,
114,4145.1,10,712,706,63.99543381,63.45614645,-23.74972175,-24.6224421,10.8608977,-6.610981206,8,340,309,30.55961727,27.77329923,44.06026183,47.85887158,-0.513021469,3.486214075,,,,,,,,,
115,4179.5,10,704,697,63.276384,62.6472154,-23.1688504,-24.25083748,-5.925337751,-9.888606115,8,356,328,31.99771691,29.48104254,43.17747335,47.04202391,18.84928198,-8.787387684,,,,,,,,,
116,4244.8,9,686,679,61.6585219,61.02935331,-22.92388117,-24.72080888,15.48074581,-1.458373064,10,389,363,34.96379741,32.6268855,44.6553398,46.34736969,-7.465481159,-23.3571178,,,,,,,,,
117,4277.8,10,678,669,60.93947209,60.13054104,-22.41531481,-23.78805535,9.250736571,19.18651621,11,405,380,36.40189704,34.15486636,42.05520048,45.73580729,-29.70644109,-35.48416864,,,,,,,,,
118,4313,10,669,660,60.13054104,59.32161,-23.43944283,-24.01644701,1.871518691,13.40007383,11,422,397,37.92987791,35.68284722,44.18543079,46.59038356,-3.748795901,2.021240186,,,,,,,,,
119,4346.3,10,661,651,59.41149122,58.51267895,-22.79465585,-24.56585755,-12.93443424,4.511601295,11,439,414,39.45785877,37.21082809,44.22493858,45.57332422,-1.015331015,8.104990193,,,,,,,,,
120,4384.4,10,652,642,58.60256018,57.7037479,-22.16999481,-23.50215002,-4.64810992,-13.82243877,11,453,432,40.71619595,38.82869018,42.70501046,44.33998962,41.89799781,9.29621984,,,,,,,,,
121,4413.1,10,643,634,57.79362913,56.98469809,-22.45819058,-24.70634422,17.73392076,-27.1842338,11,471,449,42.33405804,40.35667104,44.46944418,45.81564262,9.423389068,-17.5005797,,,,,,,,,
122,4446,10,635,624,57.07457931,56.08588581,-23.05575228,-24.41486265,7.696792747,-1.482616439,10,488,465,43.86203891,41.79477068,44.30845445,46.11696279,2.690674278,2.800497718,,,,,,,,,
