frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange
81,2917.8,8,719,355,64.6246024,31.90783568,-34.23190417,34.70485339,17.13950176,-26.37679113,9,677,700,60.84959086,62.91685909,-31.95727579,-28.82686667,7.000133351,14.43326464,,,,,,,,,
82,2954.5,8,706,368,63.45614645,33.07629163,-35.43157935,36.82632547,-3.050134237,-6.501601926,9,665,690,59.77101613,62.01804681,-33.56675938,-30.3071933,-2.889600856,-12.28080364,,,,,,,,,
83,2982.3,8,694,381,62.37757172,34.24474759,-34.45399702,35.82270976,6.658369734,-16.06493085,9,653,679,58.6924414,61.02935331,-32.64062876,-29.45854775,6.307929222,-3.449072411,,,,,,,,,
84,3020.2,8,681,393,61.20911577,35.32332232,-34.11957316,35.05686568,-14.94553662,33.25203124,9,641,668,57.61386668,60.04065981,-32.32380615,-28.73227213,-14.15892943,-12.58571505,,,,,,,,,
85,3050.5,8,668,407,60.04065981,36.5816595,-34.40939323,35.32645379,24.34567843,-24.74572479,9,629,657,56.53529195,59.05196631,-32.57527211,-29.82409043,23.54558571,22.34544663,,,,,,,,,
86,3082.4,8,656,420,58.96208509,37.75011545,-33.40050353,34.29098369,14.3904513,-14.53898662,9,617,646,55.45671722,58.06327281,-31.6195432,-28.9481027,14.09338066,13.6477747,,,,,,,,,
87,3118.2,8,643,433,57.79362913,38.91857141,-34.13501445,35.98076495,14.63040809,-14.39694413,9,605,636,54.3781425,57.16446054,-32.28926396,-29.99913038,14.86387205,-13.268535,,,,,,,,,
88,3150.7,9,631,445,56.7150544,39.99714613,-33.35780036,34.71466488,-3.355800743,12.53436926,9,594,625,53.389449,56.17576704,-31.55467601,-29.30529184,-3.174406108,-11.99018536,,,,,,,,,
89,3184.2,10,619,458,55.63647968,41.16560209,-33.25977941,33.69351758,-11.62573377,2.800948986,9,582,614,52.31087427,55.18707354,-31.46195349,-28.76521462,-10.99731573,-10.05468867,,,,,,,,,
90,3215,10,607,471,54.55790495,42.33405804,-30.73985401,26.34427787,55.51753489,-184.7040285,9,571,603,51.32218077,54.19838004,-34.24587368,-21.32120169,-55.28969275,192.5645824,,,,,,,,,
91,3249.9,9,594,484,53.389449,43.502514,-27.54874118,16.87442049,120.4739293,-372.2167157,9,559,592,50.24360604,53.20968654,-36.88628757,-11.46770214,-104.3177623,371.61901,,,,,,,,,
92,3282.5,9,582,495,52.31087427,44.4912075,-24.64390823,7.636201458,186.9232144,-532.9599748,9,547,582,49.16503131,52.31087427,-39.83565107,-2.201149152,-159.37293,550.5239759,,,,,,,,,
93,3314.6,9,576,490,51.77158691,44.04180136,-21.65812705,-2.256054901,126.8464603,-389.5998424,9,530,590,47.63705045,53.02992409,-42.41383214,7.670586664,-108.7255374,389.5998424,,,,,,,,,
94,3350.2,9,570,482,51.23229954,43.32275154,-18.38264387,-11.68095533,62.29969593,-197.1826028,9,512,600,46.01918836,53.92873636,-44.85637253,17.06307547,-54.60716213,197.2898158,,,,,,,,,
95,3382.2,9,565,474,50.78289341,42.60370172,-15.28764365,-20.22689812,0.765142351,-25.97883324,9,494,610,44.40132627,54.82754863,-47.66147725,26.52181021,2.385443801,25.66377463,,,,,,,,,
96,3414.2,9,559,466,50.24360604,41.88465191,-15.31817317,-21.62565624,0.461850522,0.652024266,9,477,620,42.87334541,55.7263609,-48.20583706,27.48124982,-7.579782097,8.204638686,,,,,,,,,
97,3450.3,9,553,458,49.70431868,41.16560209,-14.86630635,-21.38693537,7.956798095,3.256927718,9,459,630,41.25548332,56.62517318,-47.9794451,27.69263808,-7.791890363,15.08905753,,,,,,,,,
98,3482.4,9,548,450,49.25491254,40.44655227,-15.113888,-21.3200512,2.703034277,4.159410504,9,441,641,39.63762122,57.61386668,-47.53262707,27.81865592,0.186416157,0.221369186,,,,,,,,,
99,3514.1,9,542,442,48.71562518,39.72750245,-14.69935895,-21.41133499,11.92682251,3.638691612,9,423,651,38.01975913,58.51267895,-47.61509973,27.56290702,19.40635526,-6.569859855,,,,,,,,,
100,3581.9,9,532,427,47.81681291,38.37928404,-14.30778418,-21.31364162,0.531380744,-2.14304102,9,388,672,34.87391618,60.40018472,-47.8201347,28.10992279,10.2130211,-8.747344547,,,,,,,,,
101,3614.8,9,526,419,47.27752554,37.66023422,-14.63551835,-21.88325395,4.523093318,-12.66700486,9,371,682,33.34593532,61.298997,-48.1548271,27.88218106,-9.58520812,0.738225075,,,,,,,,,
102,3650,9,521,410,46.82811941,36.85130318,-13.60146982,-21.31196637,4.230486302,-2.176313163,9,353,692,31.72807322,62.19780927,-47.38894265,27.43412628,-16.07806868,4.674631846,,,,,,,,,
103,3682.6,9,516,403,46.37871327,36.22213459,-14.36032335,-21.99417395,-1.574859806,-11.37299326,9,335,703,30.11021113,63.18650277,-47.5685711,27.82312649,-5.216723108,3.051290874,,,,,,,,,
104,3714.6,9,510,394,45.83942591,35.41320354,-14.31083759,-21.9196996,1.98353513,11.93663105,9,317,713,28.49234904,64.08531504,-47.85809274,27.72724783,15.53178847,-3.843099314,,,,,,,,,
105,3750.7,9,506,386,45.479901,34.69415372,-14.38669626,-22.01759048,-19.82584752,-11.8380683,9,299,723,26.87448695,64.98412731,-48.06064607,27.85160683,2.737385013,3.61693823,,,,,,,,,
106,3782.2,9,500,378,44.94061363,33.97510391,-13.96792465,-22.52672525,9.454351863,0.679191944,9,282,734,25.34650609,65.97282081,-48.20583706,27.4839598,-7.579782097,-9.86186703,,,,,,,,,
107,3815.8,8,494,370,44.40132627,33.25605409,-13.87071424,-22.39789336,6.714554845,-21.38710062,9,264,744,23.728644,66.87163309,-47.45328674,27.30088973,-7.531669985,-4.582950132,,,,,,,,,
108,3850.1,8,489,361,43.95192013,32.44712304,-14.02712106,-21.81457444,27.06076106,15.92289803,9,246,754,22.11078191,67.77044536,-46.24689781,27.0500723,33.75654382,-19.74439356,,,,,,,,,
109,3882.1,8,485,353,43.59239522,31.72807322,-13.91598963,-22.8952049,-8.414611845,-8.056161926,9,228,764,20.49291982,68.66925763,-47.59342903,27.38481254,19.84020301,7.876936966,,,,,,,,,
110,3915.4,8,479,344,43.05310786,30.91914218,-13.55680788,-23.04521021,-0.411214228,8.388770258,9,211,774,18.96493895,69.5680699,-47.90072116,27.56687252,-1.45295694,9.923970044,,,,,,,,,
111,3957.3,8,474,336,42.60370172,30.20009236,-13.5960739,-23.17681685,-19.01883653,-41.33786833,9,193,785,17.34707686,70.5567634,-48.03946112,27.58185905,-67.19988906,29.66578804,,,,,,,,,
112,3982.4,8,469,327,42.15429559,29.39116132,-13.92914454,-22.91742905,8.152300684,7.613008467,9,176,795,15.819096,71.45557568,-47.19119016,27.41157131,-11.81948776,-7.343362358,,,,,,,,,
113,4014.7,8,464,319,41.70488945,28.6721115,-13.54329899,-23.02134088,0.683296511,-7.908018285,9,158,805,14.20123391,72.35438795,-47.40381387,27.54030869,11.46116014,-10.45899192,,,,,,,,,
114,4050.4,8,459,310,41.25548332,27.86318045,-14.01848494,-24.29870724,9.944485416,17.23710805,9,140,815,12.58337182,73.25320022,-48.66132437,28.03696989,53.84085033,-19.88897083,,,,,,,,,
115,4082.1,8,454,302,40.80607718,27.14413063,-13.44282058,-23.2901673,1.603445641,-15.09020509,9,123,825,11.05539095,74.15201249,-46.61249972,26.442908,23.42812242,-12.08819853,,,,,,,,,
116,4114.5,8,449,293,40.35667104,26.33519959,-13.48229195,-23.81691814,0.539289521,-8.035413859,9,106,835,9.52741009,75.05082477,-46.29099999,26.5169718,10.83971937,-10.0487614,,,,,,,,,
117,4150.1,8,444,284,39.90726491,25.52626854,-13.05982439,-23.41599801,9.286418456,0.470198403,9,89,845,7.999429227,75.94963704,-45.48197548,26.11964877,9.937462398,-18.57283691,,,,,,,,,
118,4183,8,439,275,39.45785877,24.7173375,-13.02679947,-24.27186309,6.642760759,-4.3685815,9,72,854,6.471448363,76.75856809,-44.93171467,26.06977887,9.887735906,4.69218013,,,,,,,,,
