frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
240,7984.1,13,345,513,,,,,,,11,630,585,,,,,,,,,,,,,,,,15,697,290,,,,,,
241,8016.1,13,355,523,,,,,,,11,644,570,,,,,,,,,,,,,,,,15,689,272,,,,,,
242,8048.6,14,365,531,,,,,,,12,660,555,,,,,,,,,,,,,,,,15,678,254,,,,,,
243,8084.2,13,377,538,,,,,,,11,672,539,,,,,,,,,,,,,,,,15,667,238,,,,,,
244,8116.4,13,390,545,,,,,,,11,684,522,,,,,,,,,,,,,,,,15,655,222,,,,,,
245,8148.3,13,402,551,,,,,,,11,695,505,,,,,,,,,,,,,,,,15,643,208,,,,,,
246,8183.9,12,417,556,,,,,,,11,706,487,,,,,,,,,,,,,,,,15,630,194,,,,,,
247,8216.1,13,432,560,,,,,,,12,716,466,,,,,,,,,,,,,,,,15,616,182,,,,,,
248,8253.8,12,448,562,,,,,,,11,721,446,,,,,,,,,,,,,,,,15,601,171,,,,,,
249,8284.1,12,465,564,,,,,,,11,730,426,,,,,,,,,,,,,,,,15,587,161,,,,,,
250,8316.1,12,482,564,,,,,,,11,735,404,,,,,,,,,,,,,,,,15,571,153,,,,,,
251,8348.5,12,499,562,,,,,,,11,740,383,,,,,,,,,,,,,,,,15,556,146,,,,,,
252,8384.9,12,516,560,,,,,,,11,743,363,,,,,,,,,,,,,,,,15,541,140,,,,,,
253,8416.1,12,534,556,,,,,,,11,746,341,,,,,,,,,,,,,,,,15,527,136,,,,,,
254,8448.2,12,552,551,,,,,,,11,747,320,,,,,,,,,,,,,,,,15,511,132,,,,,,
255,8484,12,570,545,,,,,,,12,746,298,,,,,,,,,,,,,,,,15,497,131,,,,,,
256,8516,12,588,537,,,,,,,13,745,275,,,,,,,,,,,,,,,,15,482,131,,,,,,
257,8548.2,12,605,528,,,,,,,14,741,256,,,,,,,,,,,,,,,,15,468,131,,,,,,
258,8584.2,12,623,518,,,,,,,13,736,235,,,,,,,,,,,,,,,,15,455,133,,,,,,
259,8616.1,12,640,506,,,,,,,13,731,216,,,,,,,,,,,,,,,,15,443,136,,,,,,
260,8647.9,12,656,494,,,,,,,13,724,196,,,,,,,,,,,,,,,,15,431,141,,,,,,
261,8684.1,12,672,481,,,,,,,13,717,178,,,,,,,,,,,,,,,,15,420,146,,,,,,
262,8716.4,12,687,466,,,,,,,13,709,160,,,,,,,,,,,,,,,,15,409,152,,,,,,
263,8748.3,12,702,449,,,,,,,14,701,146,,,,,,,,,,,,,,,,15,401,160,,,,,,
264,8784.1,12,716,433,,,,,,,12,690,127,,,,,,,,,,,,,,,,15,392,168,,,,,,
265,8816.1,12,729,415,,,,,,,11,679,113,,,,,,,,,,,,,,,,15,385,177,,,,,,
266,8848.5,13,740,397,,,,,,,10,666,99,,,,,,,,,,,,,,,,15,380,187,,,,,,
267,8884,12,751,378,,,,,,,11,654,87,,,,,,,,,,,,,,,,15,375,197,,,,,,
268,8916.1,13,761,358,,,,,,,11,642,76,,,,,,,,,,,,,,,,15,371,208,,,,,,
269,8950.6,13,770,338,,,,,,,10,628,66,,,,,,,,,,,,,,,,15,369,220,,,,,,
270,8984,12,777,317,,,,,,,11,615,57,,,,,,,,,,,,,,,,14,368,232,,,,,,
271,9016.2,12,783,296,,,,,,,11,601,51,,,,,,,,,,,,,,,,15,369,244,,,,,,
272,9050.6,13,789,275,,,,,,,12,587,45,,,,,,,,,,,,,,,,15,371,256,,,,,,
273,9084,12,792,253,,,,,,,11,574,40,,,,,,,,,,,,,,,,15,374,268,,,,,,
274,9116,12,794,231,,,,,,,11,561,37,,,,,,,,,,,,,,,,15,378,280,,,,,,
275,9148.2,12,795,210,,,,,,,12,547,35,,,,,,,,,,,,,,,,15,383,292,,,,,,
276,9184.2,12,796,189,,,,,,,11,534,35,,,,,,,,,,,,,,,,15,390,304,,,,,,
277,9216,13,793,175,,,,,,,12,524,34,,,,,,,,,,,,,,,,14,396,312,,,,,,
278,9252.1,12,789,175,,,,,,,11,519,38,,,,,,,,,,,,,,,,15,393,315,,,,,,
279,9284,12,788,183,,,,,,,11,514,55,,,,,,,,,,,,,,,,15,395,331,,,,,,
280,9316.4,12,784,189,,,,,,,11,504,73,,,,,,,,,,,,,,,,15,398,355,,,,,,
281,9352.7,12,776,191,,,,,,,11,489,94,,,,,,,,,,,,,,,,15,401,380,,,,,,
282,9384,12,764,193,,,,,,,11,471,118,,,,,,,,,,,,,,,,15,405,409,,,,,,
283,9416.2,12,749,192,,,,,,,13,451,146,,,,,,,,,,,,,,,,15,410,439,,,,,,
284,9448.3,12,732,190,,,,,,,13,433,171,,,,,,,,,,,,,,,,15,419,467,,,,,,
285,9488.1,12,717,188,,,,,,,13,417,193,,,,,,,,,,,,,,,,15,428,492,,,,,,
286,9516.3,12,703,186,,,,,,,14,405,214,,,,,,,,,,,,,,,,15,437,511,,,,,,
287,9548.2,12,691,183,,,,,,,13,395,230,,,,,,,,,,,,,,,,14,447,525,,,,,,
288,9584.3,12,680,180,,,,,,,13,386,244,,,,,,,,,,,,,,,,14,455,536,,,,,,
289,9619.2,12,671,177,,,,,,,13,381,253,,,,,,,,,,,,,,,,14,462,542,,,,,,
290,9648.3,13,664,174,,,,,,,12,377,260,,,,,,,,,,,,,,,,14,469,548,,,,,,
291,9684.3,13,655,168,,,,,,,12,373,270,,,,,,,,,,,,,,,,15,480,552,,,,,,
292,9716.6,12,643,163,,,,,,,12,368,283,,,,,,,,,,,,,,,,15,491,557,,,,,,
293,9750.3,12,628,157,,,,,,,12,362,297,,,,,,,,,,,,,,,,15,505,561,,,,,,
294,9787.7,12,612,153,,,,,,,12,358,314,,,,,,,,,,,,,,,,15,519,565,,,,,,
295,9816.2,12,597,152,,,,,,,12,356,332,,,,,,,,,,,,,,,,14,536,570,,,,,,
296,9848.2,12,577,152,,,,,,,12,354,353,,,,,,,,,,,,,,,,15,554,574,,,,,,
297,9884,12,559,155,,,,,,,12,354,374,,,,,,,,,,,,,,,,14,574,576,,,,,,
298,9916.2,13,550,164,,,,,,,12,361,395,,,,,,,,,,,,,,,,15,592,581,,,,,,
299,9948.3,12,533,175,,,,,,,11,367,421,,,,,,,,,,,,,,,,15,615,586,,,,,,
300,9984.4,13,511,190,,,,,,,11,377,455,,,,,,,,,,,,,,,,15,642,588,,,,,,
301,10016.4,12,494,209,,,,,,,11,391,486,,,,,,,,,,,,,,,,15,669,588,,,,,,
302,10048.6,12,478,230,,,,,,,11,406,515,,,,,,,,,,,,,,,,15,696,586,,,,,,
303,10084.1,12,464,253,,,,,,,11,425,544,,,,,,,,,,,,,,,,15,721,582,,,,,,
304,10116.2,13,452,278,,,,,,,11,446,570,,,,,,,,,,,,,,,,15,745,576,,,,,,
305,10148.3,13,442,305,,,,,,,11,469,595,,,,,,,,,,,,,,,,15,768,568,,,,,,
306,10184.1,12,434,334,,,,,,,11,494,619,,,,,,,,,,,,,,,,15,788,557,,,,,,
307,10216.4,12,429,364,,,,,,,11,520,640,,,,,,,,,,,,,,,,14,806,545,,,,,,
308,10248.3,12,426,395,,,,,,,11,547,658,,,,,,,,,,,,,,,,15,821,532,,,,,,
309,10284.2,13,426,426,,,,,,,11,577,674,,,,,,,,,,,,,,,,15,835,518,,,,,,
310,10316.3,12,428,459,,,,,,,12,608,688,,,,,,,,,,,,,,,,15,845,503,,,,,,
311,10349,12,433,491,,,,,,,12,637,698,,,,,,,,,,,,,,,,15,852,487,,,,,,
312,10384.1,12,440,523,,,,,,,11,667,706,,,,,,,,,,,,,,,,15,857,472,,,,,,
313,10417.6,12,451,554,,,,,,,11,697,712,,,,,,,,,,,,,,,,15,859,457,,,,,,
314,10448.2,12,464,585,,,,,,,11,727,714,,,,,,,,,,,,,,,,15,858,443,,,,,,
315,10484.9,13,479,614,,,,,,,12,757,714,,,,,,,,,,,,,,,,15,855,429,,,,,,
316,10516.1,13,498,644,,,,,,,12,786,712,,,,,,,,,,,,,,,,15,849,418,,,,,,
317,10548.3,13,517,671,,,,,,,12,812,706,,,,,,,,,,,,,,,,15,842,408,,,,,,
318,10584,12,540,698,,,,,,,12,838,700,,,,,,,,,,,,,,,,15,831,400,,,,,,
319,10616.1,12,563,722,,,,,,,12,861,690,,,,,,,,,,,,,,,,15,820,394,,,,,,
320,10648.2,12,589,744,,,,,,,12,881,679,,,,,,,,,,,,,,,,15,806,391,,,,,,
321,10684.3,12,616,765,,,,,,,12,901,667,,,,,,,,,,,,,,,,15,792,389,,,,,,
322,10716.1,12,646,783,,,,,,,12,919,653,,,,,,,,,,,,,,,,14,777,391,,,,,,
323,10748.2,12,676,799,,,,,,,12,932,639,,,,,,,,,,,,,,,,15,761,394,,,,,,
324,10783.9,12,707,811,,,,,,,12,943,623,,,,,,,,,,,,,,,,14,744,401,,,,,,
325,10816.1,12,738,822,,,,,,,12,952,608,,,,,,,,,,,,,,,,14,728,410,,,,,,
326,10848.3,12,770,829,,,,,,,12,956,594,,,,,,,,,,,,,,,,15,712,422,,,,,,
327,10884.3,12,801,834,,,,,,,12,961,578,,,,,,,,,,,,,,,,15,697,436,,,,,,
328,10916.3,12,833,837,,,,,,,12,961,563,,,,,,,,,,,,,,,,15,683,453,,,,,,
329,10954.8,12,862,837,,,,,,,12,957,549,,,,,,,,,,,,,,,,15,669,471,,,,,,
330,10984.1,12,891,834,,,,,,,12,953,538,,,,,,,,,,,,,,,,15,656,493,,,,,,
331,11019.6,12,919,830,,,,,,,12,947,528,,,,,,,,,,,,,,,,15,646,516,,,,,,
332,11048.3,12,945,822,,,,,,,12,936,520,,,,,,,,,,,,,,,,15,637,541,,,,,,
333,11084.1,13,969,813,,,,,,,12,927,514,,,,,,,,,,,,,,,,15,630,567,,,,,,
334,11116.1,12,990,803,,,,,,,12,912,510,,,,,,,,,,,,,,,,15,626,595,,,,,,
335,11148.1,13,1008,792,,,,,,,12,898,510,,,,,,,,,,,,,,,,15,622,625,,,,,,
336,11184.2,12,1023,781,,,,,,,13,883,511,,,,,,,,,,,,,,,,14,621,655,,,,,,
337,11216,12,1037,768,,,,,,,11,866,516,,,,,,,,,,,,,,,,14,623,686,,,,,,
338,11248.3,12,1047,755,,,,,,,12,850,523,,,,,,,,,,,,,,,,14,627,718,,,,,,
339,11286,12,1055,742,,,,,,,11,833,533,,,,,,,,,,,,,,,,14,633,749,,,,,,
340,11316.1,12,1060,729,,,,,,,11,817,545,,,,,,,,,,,,,,,,14,642,782,,,,,,
341,11348.6,13,1063,716,,,,,,,11,800,559,,,,,,,,,,,,,,,,14,654,814,,,,,,
342,11384.3,12,1064,703,,,,,,,11,785,577,,,,,,,,,,,,,,,,15,667,844,,,,,,
343,11416.1,13,1062,692,,,,,,,11,772,595,,,,,,,,,,,,,,,,15,683,875,,,,,,
344,11448.9,13,1058,681,,,,,,,11,759,616,,,,,,,,,,,,,,,,15,701,904,,,,,,
345,11484.1,12,1047,678,,,,,,,11,745,630,,,,,,,,,,,,,,,,15,711,928,,,,,,
346,11516.1,12,1022,660,,,,,,,11,717,626,,,,,,,,,,,,,,,,15,699,928,,,,,,
347,11552.1,12,990,632,,,,,,,12,686,609,,,,,,,,,,,,,,,,16,680,915,,,,,,
348,11588.1,12,962,602,,,,,,,12,659,584,,,,,,,,,,,,,,,,15,658,888,,,,,,
349,11618,12,943,571,,,,,,,11,641,556,,,,,,,,,,,,,,,,15,639,860,,,,,,
350,11648.2,12,926,539,,,,,,,11,623,526,,,,,,,,,,,,,,,,15,623,830,,,,,,
351,11685,12,906,505,,,,,,,12,603,495,,,,,,,,,,,,,,,,15,608,798,,,,,,
352,11716.2,12,885,473,,,,,,,11,584,469,,,,,,,,,,,,,,,,15,592,771,,,,,,
353,11748.2,12,860,439,,,,,,,11,558,446,,,,,,,,,,,,,,,,15,576,747,,,,,,
354,11783.9,13,834,408,,,,,,,12,534,428,,,,,,,,,,,,,,,,15,563,728,,,,,,
355,11816.3,13,813,386,,,,,,,11,515,419,,,,,,,,,,,,,,,,14,556,716,,,,,,
356,11848.4,13,792,367,,,,,,,11,496,413,,,,,,,,,,,,,,,,14,551,708,,,,,,
357,11884.3,13,773,350,,,,,,,11,480,412,,,,,,,,,,,,,,,,15,549,703,,,,,,
358,11916,13,751,334,,,,,,,11,464,414,,,,,,,,,,,,,,,,14,550,700,,,,,,
359,11952.2,12,731,322,,,,,,,11,449,420,,,,,,,,,,,,,,,,14,552,700,,,,,,
360,11984,13,711,313,,,,,,,11,438,429,,,,,,,,,,,,,,,,14,559,701,,,,,,
361,12016.4,13,690,305,,,,,,,11,426,443,,,,,,,,,,,,,,,,15,567,704,,,,,,
362,12048.2,13,673,301,,,,,,,11,418,456,,,,,,,,,,,,,,,,14,577,707,,,,,,
363,12084,12,653,296,,,,,,,11,412,470,,,,,,,,,,,,,,,,15,588,710,,,,,,
364,12116,13,631,293,,,,,,,11,406,485,,,,,,,,,,,,,,,,15,601,710,,,,,,
365,12148.2,12,606,288,,,,,,,11,399,501,,,,,,,,,,,,,,,,15,614,708,,,,,,
366,12184.3,13,580,285,,,,,,,11,395,517,,,,,,,,,,,,,,,,15,628,702,,,,,,
367,12216.2,13,557,284,,,,,,,11,396,532,,,,,,,,,,,,,,,,15,646,694,,,,,,
368,12248.3,13,536,284,,,,,,,12,399,547,,,,,,,,,,,,,,,,15,664,684,,,,,,
369,12284.1,13,517,286,,,,,,,11,405,560,,,,,,,,,,,,,,,,15,681,673,,,,,,
370,12316.6,13,498,290,,,,,,,11,412,573,,,,,,,,,,,,,,,,15,698,659,,,,,,
371,12348.2,13,480,295,,,,,,,11,421,585,,,,,,,,,,,,,,,,15,714,644,,,,,,
372,12384.1,13,464,302,,,,,,,12,432,596,,,,,,,,,,,,,,,,15,730,628,,,,,,
373,12416.1,13,449,311,,,,,,,11,444,606,,,,,,,,,,,,,,,,15,744,610,,,,,,
374,12449.6,13,434,320,,,,,,,11,457,614,,,,,,,,,,,,,,,,15,757,591,,,,,,
375,12484.2,13,422,331,,,,,,,11,472,622,,,,,,,,,,,,,,,,15,768,570,,,,,,
376,12517.4,13,411,343,,,,,,,11,488,627,,,,,,,,,,,,,,,,15,777,548,,,,,,
377,12548.3,13,403,356,,,,,,,12,505,631,,,,,,,,,,,,,,,,15,787,525,,,,,,
378,12584.4,13,395,369,,,,,,,11,523,634,,,,,,,,,,,,,,,,15,792,501,,,,,,
379,12616.2,13,390,383,,,,,,,11,542,635,,,,,,,,,,,,,,,,15,797,477,,,,,,
380,12648.2,13,387,398,,,,,,,11,561,634,,,,,,,,,,,,,,,,16,801,452,,,,,,
381,12684.2,13,385,412,,,,,,,11,581,631,,,,,,,,,,,,,,,,15,803,427,,,,,,
382,12716.2,13,386,427,,,,,,,11,601,626,,,,,,,,,,,,,,,,15,803,402,,,,,,
383,12748.3,13,388,441,,,,,,,11,620,620,,,,,,,,,,,,,,,,15,802,377,,,,,,
384,12784.1,13,392,455,,,,,,,11,641,611,,,,,,,,,,,,,,,,15,798,352,,,,,,
385,12816.2,13,398,469,,,,,,,12,662,601,,,,,,,,,,,,,,,,16,792,328,,,,,,
386,12848.1,13,406,481,,,,,,,11,678,587,,,,,,,,,,,,,,,,16,785,304,,,,,,
387,12885.9,13,415,493,,,,,,,11,697,575,,,,,,,,,,,,,,,,16,776,281,,,,,,
388,12916.4,13,426,505,,,,,,,12,716,560,,,,,,,,,,,,,,,,15,767,260,,,,,,
389,12948.1,13,438,515,,,,,,,11,733,542,,,,,,,,,,,,,,,,15,755,239,,,,,,
390,12984.3,13,452,524,,,,,,,11,747,524,,,,,,,,,,,,,,,,15,742,219,,,,,,
391,13017.7,13,467,532,,,,,,,11,762,504,,,,,,,,,,,,,,,,15,728,202,,,,,,
392,13048.4,12,483,539,,,,,,,11,776,482,,,,,,,,,,,,,,,,15,713,186,,,,,,
393,13084.1,12,500,544,,,,,,,12,788,461,,,,,,,,,,,,,,,,15,697,171,,,,,,
394,13116,12,519,548,,,,,,,11,798,438,,,,,,,,,,,,,,,,15,680,158,,,,,,
395,13149.2,12,538,549,,,,,,,11,806,412,,,,,,,,,,,,,,,,15,663,146,,,,,,
396,13184.1,12,558,549,,,,,,,11,812,388,,,,,,,,,,,,,,,,15,646,136,,,,,,
397,13216.1,12,579,548,,,,,,,11,818,362,,,,,,,,,,,,,,,,15,628,129,,,,,,
398,13248.8,12,599,544,,,,,,,11,821,338,,,,,,,,,,,,,,,,15,610,123,,,,,,
399,13284.2,12,621,540,,,,,,,11,823,312,,,,,,,,,,,,,,,,15,593,119,,,,,,
400,13316.2,12,642,532,,,,,,,10,822,286,,,,,,,,,,,,,,,,15,576,117,,,,,,
401,13348.1,12,663,524,,,,,,,13,820,261,,,,,,,,,,,,,,,,15,559,116,,,,,,
402,13383.8,12,683,514,,,,,,,13,816,237,,,,,,,,,,,,,,,,15,542,117,,,,,,
403,13416.2,12,704,501,,,,,,,13,811,213,,,,,,,,,,,,,,,,15,527,121,,,,,,
404,13448.3,12,723,487,,,,,,,13,804,191,,,,,,,,,,,,,,,,15,512,125,,,,,,
405,13484.1,12,742,472,,,,,,,13,795,169,,,,,,,,,,,,,,,,15,498,132,,,,,,
406,13516.1,13,761,455,,,,,,,14,786,149,,,,,,,,,,,,,,,,15,486,139,,,,,,
407,13548.4,12,777,436,,,,,,,11,775,129,,,,,,,,,,,,,,,,15,475,148,,,,,,
408,13584,13,794,416,,,,,,,10,761,110,,,,,,,,,,,,,,,,15,465,158,,,,,,
409,13616.2,12,808,395,,,,,,,11,748,93,,,,,,,,,,,,,,,,15,457,170,,,,,,
410,13648.4,13,821,373,,,,,,,10,733,79,,,,,,,,,,,,,,,,14,450,182,,,,,,
411,13684.1,12,833,350,,,,,,,12,719,65,,,,,,,,,,,,,,,,15,445,195,,,,,,
412,13716.4,13,843,326,,,,,,,11,703,55,,,,,,,,,,,,,,,,14,442,208,,,,,,
413,13748.1,13,852,302,,,,,,,11,687,44,,,,,,,,,,,,,,,,14,441,222,,,,,,
414,13784.1,13,858,277,,,,,,,11,671,37,,,,,,,,,,,,,,,,15,441,237,,,,,,
415,13816.4,12,863,252,,,,,,,10,653,31,,,,,,,,,,,,,,,,15,443,251,,,,,,
416,13848.1,12,866,227,,,,,,,11,636,27,,,,,,,,,,,,,,,,15,447,266,,,,,,
417,13884,12,867,203,,,,,,,11,620,24,,,,,,,,,,,,,,,,14,453,280,,,,,,
418,13916.1,12,867,178,,,,,,,10,605,25,,,,,,,,,,,,,,,,15,460,294,,,,,,
419,13948.3,12,864,155,,,,,,,11,589,26,,,,,,,,,,,,,,,,15,469,308,,,,,,
420,13984.2,13,861,131,,,,,,,11,575,29,,,,,,,,,,,,,,,,15,480,320,,,,,,
421,14016.2,12,856,109,,,,,,,11,561,34,,,,,,,,,,,,,,,,15,492,332,,,,,,
422,14048.5,12,848,90,,,,,,,12,549,39,,,,,,,,,,,,,,,,15,506,343,,,,,,
423,14084.1,12,840,81,,,,,,,11,538,43,,,,,,,,,,,,,,,,14,510,349,,,,,,
424,14116.1,12,830,84,,,,,,,12,529,47,,,,,,,,,,,,,,,,15,502,352,,,,,,
425,14148.2,12,822,89,,,,,,,11,519,59,,,,,,,,,,,,,,,,15,499,364,,,,,,
426,14184,12,810,94,,,,,,,12,507,79,,,,,,,,,,,,,,,,15,498,381,,,,,,
427,14216.2,12,794,98,,,,,,,11,490,101,,,,,,,,,,,,,,,,15,500,402,,,,,,
428,14254.1,12,771,100,,,,,,,11,469,130,,,,,,,,,,,,,,,,15,505,428,,,,,,
429,14284,12,746,101,,,,,,,13,450,156,,,,,,,,,,,,,,,,15,509,451,,,,,,
430,14321.7,13,725,104,,,,,,,13,434,180,,,,,,,,,,,,,,,,15,512,469,,,,,,
431,14348.1,12,703,107,,,,,,,13,420,205,,,,,,,,,,,,,,,,15,519,486,,,,,,
432,14385.4,13,684,111,,,,,,,13,408,229,,,,,,,,,,,,,,,,15,528,502,,,,,,
433,14416,13,666,115,,,,,,,13,399,252,,,,,,,,,,,,,,,,15,538,517,,,,,,
434,14448.3,13,650,119,,,,,,,12,393,277,,,,,,,,,,,,,,,,15,552,530,,,,,,
435,14484.3,13,631,124,,,,,,,12,389,303,,,,,,,,,,,,,,,,15,567,542,,,,,,
436,14516.3,12,609,130,,,,,,,12,385,329,,,,,,,,,,,,,,,,15,584,550,,,,,,
437,14548.3,12,585,136,,,,,,,12,382,355,,,,,,,,,,,,,,,,15,602,557,,,,,,
438,14584,12,561,144,,,,,,,12,383,385,,,,,,,,,,,,,,,,15,623,561,,,,,,
439,14616.4,12,538,155,,,,,,,11,388,413,,,,,,,,,,,,,,,,15,645,562,,,,,,
440,14648.3,13,517,168,,,,,,,12,396,441,,,,,,,,,,,,,,,,15,668,560,,,,,,
441,14684,13,500,184,,,,,,,11,407,466,,,,,,,,,,,,,,,,15,691,557,,,,,,
442,14716.1,13,487,200,,,,,,,11,421,490,,,,,,,,,,,,,,,,15,713,553,,,,,,
443,14748.6,13,480,218,,,,,,,11,438,511,,,,,,,,,,,,,,,,15,735,550,,,,,,
444,14784,13,476,235,,,,,,,12,456,531,,,,,,,,,,,,,,,,15,755,547,,,,,,
445,14816,13,471,254,,,,,,,11,475,549,,,,,,,,,,,,,,,,15,776,542,,,,,,
446,14848.1,13,461,277,,,,,,,11,493,568,,,,,,,,,,,,,,,,14,792,535,,,,,,
447,14884.3,13,449,301,,,,,,,11,510,589,,,,,,,,,,,,,,,,14,804,526,,,,,,
448,14917.2,12,437,327,,,,,,,11,526,607,,,,,,,,,,,,,,,,14,813,514,,,,,,
449,14948.2,13,427,354,,,,,,,11,544,622,,,,,,,,,,,,,,,,15,820,502,,,,,,
450,14984.1,13,419,382,,,,,,,10,563,635,,,,,,,,,,,,,,,,15,826,488,,,,,,
451,15016.1,13,414,410,,,,,,,11,582,648,,,,,,,,,,,,,,,,15,828,473,,,,,,
452,15048.3,13,411,437,,,,,,,11,603,657,,,,,,,,,,,,,,,,15,829,458,,,,,,
453,15084,12,410,465,,,,,,,12,624,663,,,,,,,,,,,,,,,,15,828,443,,,,,,
454,15116.5,12,411,493,,,,,,,12,644,670,,,,,,,,,,,,,,,,15,824,428,,,,,,
455,15149.5,12,414,521,,,,,,,12,664,673,,,,,,,,,,,,,,,,15,819,414,,,,,,
456,15184.4,13,420,547,,,,,,,13,686,673,,,,,,,,,,,,,,,,15,811,400,,,,,,
457,15217.1,13,427,573,,,,,,,12,704,670,,,,,,,,,,,,,,,,15,801,388,,,,,,
458,15248.3,13,437,599,,,,,,,12,723,668,,,,,,,,,,,,,,,,15,789,376,,,,,,
459,15284.6,12,448,622,,,,,,,11,741,663,,,,,,,,,,,,,,,,15,775,366,,,,,,
460,15316.3,13,461,645,,,,,,,12,758,656,,,,,,,,,,,,,,,,15,760,357,,,,,,
461,15348.4,13,475,665,,,,,,,12,771,647,,,,,,,,,,,,,,,,15,743,349,,,,,,
462,15384.4,12,491,685,,,,,,,11,785,637,,,,,,,,,,,,,,,,15,725,344,,,,,,
463,15416,12,509,704,,,,,,,12,796,625,,,,,,,,,,,,,,,,15,706,341,,,,,,
464,15453.4,12,528,721,,,,,,,12,806,611,,,,,,,,,,,,,,,,15,687,339,,,,,,
465,15484.3,12,548,735,,,,,,,13,813,597,,,,,,,,,,,,,,,,14,666,340,,,,,,
466,15516.3,12,568,746,,,,,,,12,818,584,,,,,,,,,,,,,,,,15,645,342,,,,,,
467,15552.1,12,589,757,,,,,,,11,821,569,,,,,,,,,,,,,,,,15,624,347,,,,,,
468,15584,12,611,765,,,,,,,12,821,554,,,,,,,,,,,,,,,,14,603,354,,,,,,
469,15620.1,12,632,771,,,,,,,12,821,539,,,,,,,,,,,,,,,,15,582,364,,,,,,
470,15658.2,12,653,775,,,,,,,11,818,525,,,,,,,,,,,,,,,,15,563,374,,,,,,
471,15684.4,12,674,776,,,,,,,11,812,510,,,,,,,,,,,,,,,,15,543,387,,,,,,
472,15716,12,695,776,,,,,,,11,804,497,,,,,,,,,,,,,,,,15,524,403,,,,,,
473,15748.3,12,715,773,,,,,,,11,796,485,,,,,,,,,,,,,,,,15,507,420,,,,,,
474,15784.2,12,734,769,,,,,,,11,783,473,,,,,,,,,,,,,,,,15,490,438,,,,,,
475,15816.1,12,752,763,,,,,,,11,770,464,,,,,,,,,,,,,,,,15,476,458,,,,,,
476,15848.1,12,768,755,,,,,,,11,757,455,,,,,,,,,,,,,,,,15,462,480,,,,,,
477,15884.2,12,784,746,,,,,,,11,740,449,,,,,,,,,,,,,,,,15,450,503,,,,,,
478,15919.2,12,797,736,,,,,,,11,721,444,,,,,,,,,,,,,,,,15,440,526,,,,,,
479,15948.4,12,808,723,,,,,,,11,705,441,,,,,,,,,,,,,,,,15,432,551,,,,,,
480,15984.2,12,818,710,,,,,,,11,686,440,,,,,,,,,,,,,,,,14,426,577,,,,,,
481,16016.2,12,826,697,,,,,,,11,667,442,,,,,,,,,,,,,,,,15,422,604,,,,,,
482,16048.4,12,830,683,,,,,,,11,647,444,,,,,,,,,,,,,,,,15,420,631,,,,,,
483,16084.1,13,835,668,,,,,,,11,626,451,,,,,,,,,,,,,,,,14,420,658,,,,,,
484,16116.1,13,836,654,,,,,,,11,607,459,,,,,,,,,,,,,,,,14,421,685,,,,,,
485,16148.6,13,835,640,,,,,,,11,588,468,,,,,,,,,,,,,,,,14,426,712,,,,,,
486,16184,13,833,626,,,,,,,11,569,480,,,,,,,,,,,,,,,,14,432,738,,,,,,
487,16216.7,13,827,613,,,,,,,11,551,494,,,,,,,,,,,,,,,,14,441,764,,,,,,
488,16250.3,12,820,600,,,,,,,11,534,509,,,,,,,,,,,,,,,,14,451,789,,,,,,
489,16284.3,13,812,589,,,,,,,11,519,526,,,,,,,,,,,,,,,,14,463,814,,,,,,
490,16316.5,13,801,578,,,,,,,11,504,545,,,,,,,,,,,,,,,,14,477,838,,,,,,
491,16348.3,13,789,570,,,,,,,11,491,565,,,,,,,,,,,,,,,,15,493,860,,,,,,
492,16384.6,12,775,563,,,,,,,11,478,588,,,,,,,,,,,,,,,,15,510,881,,,,,,
493,16416.1,12,752,562,,,,,,,11,460,609,,,,,,,,,,,,,,,,14,517,902,,,,,,
494,16448.4,12,719,552,,,,,,,11,435,632,,,,,,,,,,,,,,,,15,521,918,,,,,,
495,16485.4,12,686,538,,,,,,,12,413,649,,,,,,,,,,,,,,,,15,530,927,,,,,,
496,16516.5,12,658,523,,,,,,,12,398,661,,,,,,,,,,,,,,,,15,541,927,,,,,,
497,16548.4,12,633,506,,,,,,,11,387,667,,,,,,,,,,,,,,,,15,553,920,,,,,,
498,16584.2,13,613,487,,,,,,,12,377,666,,,,,,,,,,,,,,,,15,562,908,,,,,,
499,16616.7,12,596,469,,,,,,,12,371,662,,,,,,,,,,,,,,,,15,570,891,,,,,,
500,16648.4,12,586,450,,,,,,,12,367,652,,,,,,,,,,,,,,,,15,574,873,,,,,,
501,16684.4,13,580,434,,,,,,,12,364,640,,,,,,,,,,,,,,,,15,574,856,,,,,,
502,16716.4,13,576,419,,,,,,,11,361,625,,,,,,,,,,,,,,,,15,572,840,,,,,,
