frame_no,timestamp,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,117.0,,,,,,,,,,,,,,,,,,,60,46,758,3.2575135700030025,53.67815839265817,,,,,,,,,,,,,
1,117.0,,,,,,,,,,,,,,,,,,,44,933,82,,,,,,,,,,,,,,,
2,200.4,,,,,,,,,,,,,,,,,,,52,356,137,,,,,,,,,,,,,,,
3,220.1,,,,,,,,,,,,,,,,,,,63,864,997,61.18460270614335,70.6030658541955,,,,,,,,,,,,,
4,239.0,16,561,653,39.72750245155836,46.24252959156436,,,,,,,,,,,,,,,,,,,,,,,17,101,235,7.152366751528332,16.64164541197186,,,,
5,259.1,17,563,656,39.8691334763411,46.45497612873847,,,,,,,,,,,,,,,,,,,,,,,18,103,238,7.293997776311071,16.854091949145968,,,,
6,259.1,18,562,655,39.79831796394973,46.3841606163471,,,,,,,,,,,,,,,,,,,,,,,18,102,238,7.223182263919701,16.854091949145968,,,,
7,268.6,18,562,655,39.79831796394973,46.3841606163471,2.042687978419673,3.97675110657547,-23.630268969474677,-54.60005484867078,,,,,,,,,,,,,,,,,,,18,102,238,7.223182263919701,16.854091949145968,1.9340631281557719,5.802189384467291,-30.96978587919571,-92.90935763758675
8,323.4,17,563,656,39.8691334763411,46.45497612873847,-0.2675926874094296,-0.2675926874094296,-8.323256218022701,-8.323256218022701,,,,,,,,,,,,,,,,,,,16,101,238,7.152366751528332,16.854091949145968,-1.084430321552499,0.0,34.781632127257915,0.0
9,355.4,18,563,656,39.8691334763411,46.45497612873847,0.37424418617129124,0.37424418617129124,-7.499883490406637,-7.499883490406637,,,,,,,,,,,,,,,,,,,17,103,238,7.293997776311071,16.854091949145968,0.02578930377575493,0.0,-14.736745014716844,0.0
10,393.5,18,563,656,39.8691334763411,46.45497612873847,0.24870571547207024,-0.1585910932257604,-5.096428595739142,-11.618395108114335,,,,,,,,,,,,,,,,,,,17,102,238,7.223182263919701,16.854091949145968,0.0,0.0,0.0,0.0
11,425.6,17,562,655,39.79831796394973,46.3841606163471,0.033401867453403705,-0.33830160397928377,14.213560618469531,6.939520081626334,,,,,,,,,,,,,,,,,,,16,102,238,7.223182263919701,16.854091949145968,0.3383016039792796,0.0,-6.939520081626247,0.0
12,455.2,18,563,656,39.8691334763411,46.45497612873847,0.0,-0.33490048247561177,0.0,-6.711432514541317,,,,,,,,,,,,,,,,,,,17,102,238,7.223182263919701,16.854091949145968,-0.6964869790552559,0.0,0.26227040888496306,0.0
13,491.1,17,563,655,39.8691334763411,46.3841606163471,0.0,-0.3684557518523712,0.0,7.317889808388708,,,,,,,,,,,,,,,,,,,17,102,238,7.223182263919701,16.854091949145968,-0.34611947378925534,0.0,-7.092612167812607,0.0
14,523.1,17,563,655,39.8691334763411,46.3841606163471,0.02027593472871974,0.0,-14.48281052051433,0.0,,,,,,,,,,,,,,,,,,,16,102,238,7.223182263919701,16.854091949145968,-0.34802127783275444,0.0,-7.13889800682573,0.0
15,558.9,17,563,655,39.8691334763411,46.3841606163471,0.0,-0.3355831460869487,0.0,6.69826638896105,,,,,,,,,,,,,,,,,,,16,101,238,7.152366751528332,16.854091949145968,0.023853382277853948,0.0,13.63050415877386,0.0
